title,artist,danceability,energy,db,valence,bpm
Solo (feat. Demi Lovato),Clean Bandit,0.737,0.636,-4.546,0.565,105.005
Nonstop,Drake,0.912,0.412,-8.074,0.423,154.983
FEFE,6ix9ine,0.931,0.387,-9.127,0.376,125.978
Call Out My Name,The Weeknd,0.461,0.593,-4.954,0.175,134.17
Te Boté - Remix,Nio Garcia,0.903,0.675,-3.445,0.442,96.507
MotorSport,Migos,0.904,0.518,-5.32,0.188,137.996
X,Nicky Jam,0.594,0.749,-5.298,0.694,179.968
SAD!,XXXTENTACION,0.74,0.613,-4.88,0.473,75.023
Sin Pijama,Becky G,0.791,0.745,-3.695,0.82,94.014
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,0.653,0.718,-5.232,0.216,82.034
GUMMO,6ix9ine,0.66,0.775,-4.926,0.635,157.036
Breathe,Jax Jones,0.722,0.744,-5.52,0.686,125.985
Sick Boy,The Chainsmokers,0.663,0.577,-7.518,0.454,89.996
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,0.645,0.705,-5.008,0.376,137.133
Plug Walk,Rich The Kid,0.876,0.519,-6.531,0.158,94.981
All The Stars (with SZA),Kendrick Lamar,0.698,0.633,-4.946,0.552,96.924
Everyday,Logic,0.667,0.741,-4.099,0.422,149.908
Tip Toe (feat. French Montana),Jason Derulo,0.845,0.709,-4.547,0.62,98.062
God is a woman,Ariana Grande,0.602,0.658,-5.934,0.268,145.031
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,0.713,0.831,-4.75,0.584,173.948
German,EO,0.862,0.583,-6.26,0.852,103.019
Nevermind,Dennis Lloyd,0.6,0.688,-8.339,0.0793,99.977
we fell in love in october,girl in red,0.566,0.366,-12.808,0.237,129.959
Wolves,Selena Gomez,0.724,0.804,-4.614,0.306,124.987
Jackie Chan,Tiësto,0.747,0.834,-2.867,0.687,128.005
Leave a Light On,Tom Walker,0.586,0.624,-5.946,0.267,68.976
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,0.792,0.895,-3.112,0.794,94.968
Silence,Marshmello,0.52,0.761,-3.093,0.286,141.971
Youngblood,5 Seconds of Summer,0.596,0.854,-5.114,0.152,120.274
Body (feat. brando),Loud Luxury,0.752,0.764,-4.399,0.582,121.958
For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,0.541,0.787,-4.618,0.2,113.0
Let You Down,NF,0.662,0.714,-5.68,0.464,147.997
changes,XXXTENTACION,0.669,0.308,-10.068,0.52,64.934
Corazón (feat. Nego do Borel),Maluma,0.722,0.738,-6.073,0.748,198.075
Bodak Yellow,Cardi B,0.926,0.703,-6.337,0.485,125.022
Yes Indeed,Lil Baby,0.963,0.346,-9.309,0.562,119.957
Rise,Jonas Blue,0.687,0.785,-4.65,0.655,106.046
Flames,David Guetta,0.631,0.649,-5.892,0.421,93.95
Vaina Loca,Ozuna,0.754,0.805,-4.249,0.555,93.982
How Long,Charlie Puth,0.845,0.561,-5.253,0.811,109.974
Better Now,Post Malone,0.68,0.578,-5.804,0.341,145.038
Look Alive (feat. Drake),BlocBoy JB,0.922,0.581,-7.495,0.595,140.022
River (feat. Ed Sheeran),Eminem,0.748,0.749,-5.916,0.659,90.09
Happier,Marshmello,0.687,0.792,-2.749,0.671,100.015
Be Alright,Dean Lewis,0.553,0.586,-6.319,0.443,126.684
Done for Me (feat. Kehlani),Charlie Puth,0.856,0.632,-3.692,0.697,112.009
Stir Fry,Migos,0.817,0.816,-5.402,0.508,181.982
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,0.745,0.346,-7.709,0.112,203.911
In My Feelings,Drake,0.835,0.626,-5.833,0.35,91.03
Jumanji,B Young,0.791,0.473,-9.86,0.603,95.948
The Way I Am,Charlie Puth,0.755,0.769,-5.658,0.642,114.966
Me Niego (feat. Ozuna & Wisin),Reik,0.777,0.779,-4.449,0.768,94.023
Eastside (with Halsey & Khalid),benny blanco,0.56,0.68,-7.648,0.319,89.391
Échame La Culpa,Luis Fonsi,0.733,0.892,-3.641,0.675,95.989
17,MK,0.703,0.832,-7.202,0.667,122.029
Anywhere,Rita Ora,0.628,0.797,-3.953,0.321,106.93
Answerphone (feat. Yxng Bane),Banx & Ranx,0.671,0.834,-3.928,0.454,113.021
Trip,Ella Mai,0.477,0.61,-5.628,0.358,79.882
Dura,Daddy Yankee,0.783,0.84,-3.416,0.839,95.001
No Brainer,DJ Khaled,0.552,0.76,-4.706,0.639,135.702
2002,Anne-Marie,0.697,0.683,-2.881,0.603,96.133
Finesse - Remix; feat. Cardi B,Bruno Mars,0.704,0.859,-4.877,0.926,105.115
Let's Fall in Love for the Night,FINNEAS,0.737,0.408,-7.941,0.374,127.921
The Greatest Show,Hugh Jackman,0.417,0.824,-7.36,0.4,157.92
Bad At Love,Halsey,0.675,0.751,-3.539,0.612,118.384
I'm Upset,Drake,0.899,0.586,-7.866,0.492,150.002
Never Be the Same,Camila Cabello,0.637,0.713,-4.333,0.243,129.923
Bad Vibe,M.O,0.813,0.701,-4.428,0.758,110.009
IDGAF,Dua Lipa,0.836,0.544,-5.975,0.51,97.028
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,0.747,0.641,-4.502,0.453,100.028
Mine,Bazzi,0.71,0.789,-3.874,0.717,142.929
Freaky Friday (feat. Chris Brown),Lil Dicky,0.755,0.599,-5.042,0.755,133.123
I Like Me Better,Lauv,0.752,0.505,-7.621,0.419,91.97
This Feeling,The Chainsmokers,0.575,0.571,-7.906,0.449,105.049
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,0.851,0.541,-6.825,0.448,124.959
Love Lies (with Normani),Khalid,0.708,0.648,-5.626,0.338,143.955
Nice For What,Drake,0.585,0.909,-6.474,0.758,93.372
LOVE. FEAT. ZACARI.,Kendrick Lamar,0.8,0.585,-7.343,0.779,126.058
Psycho (feat. Ty Dolla $ign),Post Malone,0.75,0.56,-8.094,0.459,140.06
Old Town Road - Remix,Lil Nas X,0.878,0.619,-5.56,0.639,136.041
bad guy,Billie Eilish,0.701,0.425,-10.965,0.562,135.128
Señorita,Shawn Mendes,0.759,0.548,-6.049,0.749,116.967
7 rings,Ariana Grande,0.778,0.317,-10.732,0.327,140.048
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.755,0.522,-4.368,0.925,89.96
Lost in the Fire (feat. The Weeknd),Gesaffelstein,0.658,0.671,-12.21,0.166,100.966
Without Me,Halsey,0.752,0.488,-7.05,0.533,136.041
Ride It,Regard,0.88,0.751,-4.258,0.884,117.948
Shallow,Lady Gaga,0.572,0.385,-6.362,0.323,95.799
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,0.601,0.794,-5.844,0.244,114.066
Someone You Loved,Lewis Capaldi,0.501,0.405,-5.679,0.446,109.891
All Day And Night,Jax Jones,0.585,0.782,-4.101,0.521,121.908
Pure Water (with Migos),Mustard,0.682,0.559,-5.545,0.137,202.015
Shotta Flow (feat. Blueface) [Remix],NLE Choppa,0.894,0.511,-4.768,0.568,120.08
ZEZE (feat. Travis Scott & Offset),Kodak Black,0.861,0.603,-5.788,0.504,98.043
Con Calma,Daddy Yankee,0.737,0.86,-2.652,0.656,93.989
Let Me Down Slowly,Alec Benjamin,0.652,0.557,-5.714,0.483,150.073
Kill This Love,BLACKPINK,0.738,0.861,-4.141,0.58,131.98
Clout (feat. Cardi B),Offset,0.919,0.622,-7.384,0.424,140.022
Piece Of Your Heart,MEDUZA,0.677,0.744,-6.806,0.631,124.08
Antisocial (with Travis Scott),Ed Sheeran,0.716,0.823,-5.313,0.91,151.957
SICKO MODE,Travis Scott,0.834,0.73,-3.714,0.446,155.008
Mad Love,Mabel,0.631,0.803,-2.974,0.62,198.065
Doin' Time,Lana Del Rey,0.641,0.559,-11.132,0.523,144.982
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,0.842,0.801,-4.167,0.617,95.881
Look Back at It,A Boogie Wit da Hoodie,0.791,0.587,-5.075,0.536,96.057
My Type,Saweetie,0.899,0.811,-6.294,0.587,105.038
Ransom,Lil Tecca,0.745,0.642,-6.257,0.226,179.974
Keisha & Becky - Remix,Russ Millions,0.863,0.471,-9.545,0.644,140.969
lovely (with Khalid),Billie Eilish,0.351,0.296,-10.109,0.12,115.284
Don't Call Me Up,Mabel,0.674,0.881,-2.853,0.234,98.994
Old Town Road,Lil Nas X,0.907,0.53,-6.112,0.507,135.998
Going Bad (feat. Drake),Meek Mill,0.889,0.496,-6.365,0.544,86.003
Wow.,Post Malone,0.829,0.539,-7.359,0.388,99.96
Juicy,Doja Cat,0.786,0.658,-2.61,0.458,170.037
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,0.581,0.662,-5.239,0.434,93.023
emotions,iann dior,0.63,0.63,-6.211,0.163,80.512
Adan y Eva,Paulo Londra,0.767,0.709,-4.47,0.72,171.993
Money In The Grave (Drake ft. Rick Ross),Drake,0.831,0.502,-4.045,0.101,100.541
Panini,Lil Nas X,0.703,0.594,-6.146,0.475,153.848
MIA (feat. Drake),Bad Bunny,0.817,0.539,-6.349,0.158,97.062
Pop Out (feat. Lil Tjay),Polo G,0.772,0.639,-7.119,0.261,168.112
Robbery,Juice WRLD,0.685,0.692,-5.122,0.578,159.966
a lot,21 Savage,0.837,0.636,-7.643,0.274,145.972
The London (feat. J. Cole & Travis Scott),Young Thug,0.796,0.586,-6.946,0.179,97.981
China,Anuel AA,0.786,0.808,-3.702,0.609,105.027
Liar,Camila Cabello,0.74,0.498,-6.684,0.652,98.016
Leave Me Alone,Flipp Dinero,0.792,0.743,-2.806,0.742,150.024
Money,Cardi B,0.95,0.59,-6.508,0.219,130.003
"break up with your girlfriend, i'm bored",Ariana Grande,0.726,0.554,-5.29,0.335,169.999
Location (feat. Burna Boy),Dave,0.812,0.496,-5.969,0.55,109.979
Sweet but Psycho,Ava Max,0.719,0.704,-4.724,0.628,133.002
Don't Start Now,Dua Lipa,0.794,0.793,-4.521,0.677,123.941
Strike a Pose (feat. Aitch),Young T & Bugsey,0.531,0.581,-5.801,0.591,137.776
Giant (with Rag'n'Bone Man),Calvin Harris,0.807,0.887,-4.311,0.606,122.015
Take Me Back to London (feat. Stormzy),Ed Sheeran,0.885,0.762,-5.513,0.605,138.058
Please Me,Cardi B,0.747,0.57,-6.711,0.65,133.992
Vossi Bop,Stormzy,0.682,0.653,-6.062,0.428,188.115
Dance Monkey,Tones And I,0.824,0.588,-6.4,0.513,98.027
boyfriend (with Social House),Ariana Grande,0.4,0.795,-3.731,0.702,190.097
Callaita,Bad Bunny,0.61,0.624,-4.773,0.244,176.169
So Am I,Ava Max,0.682,0.656,-4.67,0.607,130.089
Calma - Remix,Pedro Capó,0.826,0.773,-4.218,0.761,126.899
MIDDLE CHILD,J. Cole,0.837,0.364,-11.713,0.463,123.984
Soltera - Remix,Lunay,0.795,0.783,-4.271,0.799,92.01
Better,Khalid,0.442,0.585,-10.332,0.116,97.565
Thotiana,Blueface,0.906,0.382,-12.89,0.391,104.025
Suge,DaBaby,0.876,0.662,-6.482,0.844,75.445
Ladbroke Grove,AJ Tracey,0.903,0.839,-9.447,0.727,133.986
bury a friend,Billie Eilish,0.905,0.389,-14.505,0.196,120.046
Boy With Luv (feat. Halsey),BTS,0.645,0.862,-4.757,0.798,119.991
Boasty (feat. Idris Elba),Wiley,0.887,0.765,-5.207,0.456,102.958
Only Human,Jonas Brothers,0.795,0.496,-5.883,0.874,94.01
Easier,5 Seconds of Summer,0.505,0.428,-5.604,0.618,175.813
SOS (feat. Aloe Blacc),Avicii,0.802,0.645,-6.181,0.376,100.001
EARFQUAKE,"Tyler, The Creator",0.554,0.498,-8.866,0.413,79.635
On A Roll,Ashley O,0.736,0.81,-6.354,0.387,125.011
3 Nights,Dominic Fike,0.815,0.518,-6.594,0.877,151.891
Wish You Well,Sigala,0.669,0.895,-3.787,0.576,124.975
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,0.872,0.814,-4.568,0.57,98.985
Secreto,Anuel AA,0.807,0.803,-4.156,0.706,91.987
Post Malone (feat. RANI),Sam Feldt,0.59,0.642,-3.87,0.651,107.356
Nights Like This (feat. Ty Dolla $ign),Kehlani,0.61,0.725,-5.131,0.291,146.163
Otro Trago,Sech,0.746,0.7,-4.669,0.619,176.044
Better Now,Post Malone,0.68,0.578,-5.804,0.341,145.038
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,0.746,0.787,-6.373,0.607,95.005
i'm so tired...,Lauv,0.599,0.733,-7.058,0.534,102.211
gone girl,iann dior,0.677,0.714,-5.637,0.355,94.956
High Hopes,Panic! At The Disco,0.579,0.904,-2.729,0.681,82.014
One Thing Right,Marshmello,0.659,0.625,-2.253,0.442,88.042
How Do You Sleep?,Sam Smith,0.477,0.682,-4.931,0.345,110.567
Options,NSG,0.836,0.621,-4.684,0.762,101.993
Motivation,Normani,0.599,0.887,-3.967,0.881,170.918
Sorry,Joel Corry,0.744,0.79,-4.617,0.847,125.002
Goodbyes (Feat. Young Thug),Post Malone,0.58,0.653,-3.818,0.175,150.231
Sucker,Jonas Brothers,0.842,0.734,-5.065,0.952,137.958
Cruel Summer,Taylor Swift,0.552,0.702,-5.707,0.564,169.994
The Git Up,Blanco Brown,0.847,0.678,-8.635,0.811,97.984
Dancing With A Stranger (with Normani),Sam Smith,0.741,0.52,-7.513,0.347,102.998
Circles,Post Malone,0.695,0.762,-3.497,0.553,120.042
